lang	domain	intent	utterance
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué debo esperar el viernes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué debo esperar el viernes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué debo esperar pasado mañana ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué debo esperar pasado mañana en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué puedo esperar  mañana ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué puedo esperar  mañana en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué puedo esperar después de mañana ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué puedo esperar después de mañana en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué puedo esperar el domingo ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué puedo esperar el domingo en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué puedo esperar el jueves ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué puedo esperar el jueves en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué puedo esperar el lunes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué puedo esperar el lunes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué puedo esperar el martes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué puedo esperar el martes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué puedo esperar el miércoles ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué puedo esperar el miércoles en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué puedo esperar el sábado ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué puedo esperar el sábado en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué puedo esperar el viernes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué puedo esperar el viernes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué puedo esperar pasado mañana ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué puedo esperar pasado mañana en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el pronóstico de el tiempo el próximo domingo ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el pronóstico de el tiempo el próximo domingo en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el pronóstico de el tiempo el próximo jueves ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el pronóstico de el tiempo el próximo jueves en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el pronóstico de el tiempo el próximo lunes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el pronóstico de el tiempo el próximo lunes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el pronóstico de el tiempo el próximo martes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el pronóstico de el tiempo el próximo martes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el pronóstico de el tiempo el próximo miércoles ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el pronóstico de el tiempo el próximo miércoles en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el pronóstico de el tiempo el próximo sábado ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el pronóstico de el tiempo el próximo sábado en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el pronóstico de el tiempo el próximo viernes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el pronóstico de el tiempo el próximo viernes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo  el martes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo  el martes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo  mañana ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo  mañana en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo después de mañana ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo después de mañana en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo el domingo ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo el domingo en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo el jueves ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo el jueves en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo el lunes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo el lunes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo el martes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo el martes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo el miércoles ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo el miércoles en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo el sábado ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo el sábado en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo el viernes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo el viernes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo en {location}  mañana?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo en {location} después de mañana?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo en {location} el domingo?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo en {location} el jueves?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo en {location} el lunes?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo en {location} el martes?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo en {location} el miércoles?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo en {location} el sábado?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo en {location} el viernes?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo en {location} pasado mañana?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo pasado mañana ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará el tiempo pasado mañana en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará la previsión de el tiempo el próximo domingo ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará la previsión de el tiempo el próximo domingo en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará la previsión de el tiempo el próximo jueves ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará la previsión de el tiempo el próximo jueves en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará la previsión de el tiempo el próximo lunes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará la previsión de el tiempo el próximo lunes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará la previsión de el tiempo el próximo martes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará la previsión de el tiempo el próximo martes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará la previsión de el tiempo el próximo miércoles ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará la previsión de el tiempo el próximo miércoles en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará la previsión de el tiempo el próximo sábado ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará la previsión de el tiempo el próximo sábado en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará la previsión de el tiempo el próximo viernes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal estará la previsión de el tiempo el próximo viernes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo  el martes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo  el martes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo  mañana ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo  mañana en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo después de mañana ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo después de mañana en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo el domingo ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo el domingo en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo el jueves ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo el jueves en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo el lunes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo el lunes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo el martes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo el martes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo el miércoles ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo el miércoles en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo el sábado ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo el sábado en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo el viernes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo el viernes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo en {location}  mañana?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo en {location} después de mañana?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo en {location} el domingo?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo en {location} el jueves?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo en {location} el lunes?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo en {location} el martes?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo en {location} el miércoles?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo en {location} el sábado?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo en {location} el viernes?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo en {location} pasado mañana?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo pasado mañana ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se presenta el tiempo pasado mañana en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo  el martes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo  el martes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo  mañana ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo  mañana en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo después de mañana ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo después de mañana en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo el domingo ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo el domingo en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo el jueves ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo el jueves en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo el lunes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo el lunes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo el martes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo el martes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo el miércoles ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo el miércoles en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo el sábado ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo el sábado en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo el viernes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo el viernes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo en {location}  mañana?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo en {location} después de mañana?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo en {location} el domingo?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo en {location} el jueves?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo en {location} el lunes?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo en {location} el martes?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo en {location} el miércoles?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo en {location} el sábado?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo en {location} el viernes?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo en {location} pasado mañana?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo pasado mañana ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Qué tal se prevé el tiempo pasado mañana en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer buen clima  mañana ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer buen clima  mañana en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer buen clima después de mañana ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer buen clima después de mañana en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer buen clima el domingo ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer buen clima el domingo en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer buen clima el jueves ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer buen clima el jueves en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer buen clima el lunes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer buen clima el lunes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer buen clima el martes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer buen clima el martes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer buen clima el miércoles ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer buen clima el miércoles en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer buen clima el sábado ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer buen clima el sábado en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer buen clima el viernes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer buen clima el viernes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer buen clima pasado mañana ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer buen clima pasado mañana en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer calor  mañana ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer calor  mañana en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer calor después de mañana ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer calor después de mañana en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer calor el domingo ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer calor el domingo en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer calor el jueves ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer calor el jueves en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer calor el lunes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer calor el lunes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer calor el martes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer calor el martes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer calor el miércoles ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer calor el miércoles en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer calor el sábado ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer calor el sábado en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer calor el viernes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer calor el viernes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer calor pasado mañana ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer calor pasado mañana en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer frío  mañana ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer frío  mañana en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer frío después de mañana ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer frío después de mañana en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer frío el domingo ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer frío el domingo en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer frío el jueves ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer frío el jueves en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer frío el lunes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer frío el lunes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer frío el martes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer frío el martes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer frío el miércoles ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer frío el miércoles en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer frío el sábado ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer frío el sábado en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer frío el viernes ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer frío el viernes en {location}?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer frío pasado mañana ?
es	ovos-skill-weather.openvoiceos	daily_forecast.intent	¿Va a hacer frío pasado mañana en {location}?
es	ovos-skill-weather.openvoiceos	do-i-need-an-umbrella.intent	¿debo llevar un chubasquero
es	ovos-skill-weather.openvoiceos	do-i-need-an-umbrella.intent	¿debo llevar un paraguas
es	ovos-skill-weather.openvoiceos	do-i-need-an-umbrella.intent	¿necesito un chubasquero
es	ovos-skill-weather.openvoiceos	do-i-need-an-umbrella.intent	¿necesito un paraguas
es	ovos-skill-weather.openvoiceos	high_temperature.intent	Pico de temperatura para el domingo
es	ovos-skill-weather.openvoiceos	high_temperature.intent	Pico de temperatura para el jueves
es	ovos-skill-weather.openvoiceos	high_temperature.intent	Pico de temperatura para el lunes
es	ovos-skill-weather.openvoiceos	high_temperature.intent	Pico de temperatura para el martes
es	ovos-skill-weather.openvoiceos	high_temperature.intent	Pico de temperatura para el miércoles
es	ovos-skill-weather.openvoiceos	high_temperature.intent	Pico de temperatura para el sábado
es	ovos-skill-weather.openvoiceos	high_temperature.intent	Pico de temperatura para el viernes
es	ovos-skill-weather.openvoiceos	high_temperature.intent	Pico de temperatura para hoy
es	ovos-skill-weather.openvoiceos	high_temperature.intent	Pico de temperatura para mañana
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor ?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor el  por la mañana?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor el  por la noche?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor el domingo por la mañana?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor el domingo por la noche?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor el jueves por la mañana?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor el jueves por la noche?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor el lunes por la mañana?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor el lunes por la noche?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor el miércoles por la mañana?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor el miércoles por la noche?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor el sábado por la mañana?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor el sábado por la noche?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor el viernes por la mañana?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor el viernes por la noche?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor en {location}  el lunes?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor en {location}  el próximo lunes?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor en {location}  este lunes?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor en {location} ?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor en {location} el domingo?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor en {location} el jueves?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor en {location} el martes?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor en {location} el miércoles?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor en {location} el próximo domingo?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor en {location} el próximo jueves?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor en {location} el próximo martes?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor en {location} el próximo miércoles?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor en {location} el próximo sábado?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor en {location} el próximo viernes?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor en {location} el sábado?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor en {location} el viernes?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor en {location} este domingo?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor en {location} este jueves?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor en {location} este martes?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor en {location} este miércoles?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor en {location} este sábado?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor en {location} este viernes?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor en {location} mañana?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor esperada el domingo?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor esperada el jueves?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor esperada el lunes?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor esperada el martes?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor esperada el miércoles?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor esperada el sábado?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor esperada el viernes?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor esperada hoy?
es	ovos-skill-weather.openvoiceos	high_temperature.intent	¿Cuál es la temperatura mayor esperada mañana?
